#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
MGYG000000076_00829	1163671.JAGI01000002_gene2613	5.41e-204	566.0	COG1175@1|root,COG1175@2|Bacteria,1TR0M@1239|Firmicutes,24CRB@186801|Clostridia,36RAR@31979|Clostridiaceae	186801|Clostridia	G	Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K02025	-	M00207	-	-	ko00000,ko00002,ko02000	3.A.1.1	-	-	BPD_transp_1
MGYG000000076_00333	585394.RHOM_07745	1.36e-260	730.0	COG2244@1|root,COG2244@2|Bacteria,1TNYX@1239|Firmicutes,2485G@186801|Clostridia	186801|Clostridia	S	Stage V sporulation protein B	spoVB1	-	-	ko:K06409	-	-	-	-	ko00000,ko02000	2.A.66.2.14	-	-	Polysacc_synt,Polysacc_synt_C
MGYG000000076_02471	1321372.AQQB01000051_gene1445	2.35e-111	322.0	COG2337@1|root,COG2337@2|Bacteria,1V6DK@1239|Firmicutes,4HGXF@91061|Bacilli	91061|Bacilli	L	Toxic component of a toxin-antitoxin (TA) module	-	-	-	ko:K07171	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	PemK_toxin
MGYG000000076_03694	1262915.BN574_01067	2.01e-139	422.0	COG2020@1|root,COG2020@2|Bacteria,1V4M0@1239|Firmicutes	1239|Firmicutes	O	repeat protein	-	-	-	-	-	-	-	-	-	-	-	-	CW_binding_1,TerD
MGYG000000076_01690	1235802.C823_03609	1.77e-172	491.0	COG0451@1|root,COG0451@2|Bacteria,1TQW7@1239|Firmicutes,24BI6@186801|Clostridia,25VIS@186806|Eubacteriaceae	186801|Clostridia	GM	RmlD substrate binding domain	rfbG	-	4.2.1.45	ko:K01709	ko00520,map00520	-	R02426	RC00402	ko00000,ko00001,ko01000	-	-	-	Epimerase,GDP_Man_Dehyd
MGYG000000076_02639	585394.RHOM_12765	1.82e-77	238.0	2E401@1|root,32YWY@2|Bacteria,1V9X1@1239|Firmicutes	1239|Firmicutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SBP_bac_1
MGYG000000076_00435	742742.HMPREF9452_00844	3.75e-11	63.9	2DU3D@1|root,32UWH@2|Bacteria,2HA7Q@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_00529	877411.JMMA01000002_gene90	1.14e-244	692.0	arCOG06613@1|root,2Z7VT@2|Bacteria,1UMT0@1239|Firmicutes,25GQ2@186801|Clostridia,3WRY6@541000|Ruminococcaceae	186801|Clostridia	S	AIPR protein	-	-	-	-	-	-	-	-	-	-	-	-	AIPR
MGYG000000076_00857	658086.HMPREF0994_06193	4.84e-160	477.0	COG2972@1|root,COG2972@2|Bacteria,1TPVR@1239|Firmicutes,247XB@186801|Clostridia,27IDT@186928|unclassified Lachnospiraceae	186801|Clostridia	T	Histidine kinase	-	-	2.7.13.3	ko:K07718	ko02020,map02020	M00519	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	-	HAMP,HATPase_c,HTH_18,His_kinase,Response_reg,dCache_1
MGYG000000076_03450	622312.ROSEINA2194_02983	4.88e-239	659.0	COG1312@1|root,COG1312@2|Bacteria,1TP5F@1239|Firmicutes,247RB@186801|Clostridia	186801|Clostridia	G	Catalyzes the dehydration of D-mannonate	uxuA	-	4.2.1.8	ko:K01686	ko00040,ko01100,map00040,map01100	M00061	R05606	RC00543	ko00000,ko00001,ko00002,ko01000	-	-	-	UxuA
MGYG000000076_02465	585394.RHOM_15660	6.92e-82	247.0	2CUHA@1|root,30KV1@2|Bacteria,1V52Z@1239|Firmicutes,24I1N@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_03132	657322.FPR_24010	8.92e-236	660.0	COG3378@1|root,COG3378@2|Bacteria,1TSGZ@1239|Firmicutes,24CI8@186801|Clostridia,3WHNR@541000|Ruminococcaceae	186801|Clostridia	S	Phage plasmid primase, P4 family	-	-	-	ko:K06919	-	-	-	-	ko00000	-	-	-	D5_N,Pox_D5
MGYG000000076_03140	622312.ROSEINA2194_01532	0.0	1260.0	2CF3Z@1|root,2Z97A@2|Bacteria,1UQMP@1239|Firmicutes,248YE@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_01882	626523.GCWU000342_02293	5.97e-131	385.0	COG1609@1|root,COG1609@2|Bacteria,1TSRM@1239|Firmicutes,24BFS@186801|Clostridia	186801|Clostridia	K	Bacterial regulatory proteins, lacI family	-	-	-	ko:K02529	-	-	-	-	ko00000,ko03000	-	-	-	LacI,Peripla_BP_4
MGYG000000076_00331	585394.RHOM_07755	1.96e-112	341.0	COG1480@1|root,COG1480@2|Bacteria	2|Bacteria	O	7TM receptor with intracellular HD hydrolase	-	-	-	ko:K07037	-	-	-	-	ko00000	-	-	-	7TM-7TMR_HD
MGYG000000076_02414	622312.ROSEINA2194_04145	0.0	2290.0	COG0674@1|root,COG1013@1|root,COG1014@1|root,COG1145@1|root,COG0674@2|Bacteria,COG1013@2|Bacteria,COG1014@2|Bacteria,COG1145@2|Bacteria,1TQJ2@1239|Firmicutes,248FW@186801|Clostridia	186801|Clostridia	C	Oxidoreductase required for the transfer of electrons from pyruvate to flavodoxin	nifJ	-	1.2.7.1	ko:K03737	ko00010,ko00020,ko00620,ko00650,ko00720,ko01100,ko01120,ko01130,ko01200,map00010,map00020,map00620,map00650,map00720,map01100,map01120,map01130,map01200	M00173,M00307	R01196,R10866	RC00004,RC02742	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	EKR,Fer4,Fer4_16,Fer4_6,Fer4_7,Fer4_9,PFOR_II,POR,POR_N,TPP_enzyme_C
MGYG000000076_01342	476272.RUMHYD_00772	5.57e-265	735.0	COG2233@1|root,COG2233@2|Bacteria,1TNZZ@1239|Firmicutes,25CEM@186801|Clostridia,3XYP4@572511|Blautia	186801|Clostridia	F	Psort location CytoplasmicMembrane, score 10.00	pbuX	-	-	ko:K03458	-	-	-	-	ko00000	2.A.40	-	-	Xan_ur_permease
MGYG000000076_02738	622312.ROSEINA2194_04213	2.65e-252	700.0	COG2182@1|root,COG2182@2|Bacteria,1TPU9@1239|Firmicutes,249BY@186801|Clostridia	186801|Clostridia	G	ABC transporter, solute-binding protein	-	-	-	ko:K15770	ko02010,map02010	M00491	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.1.16,3.A.1.1.2	-	-	SBP_bac_8
MGYG000000076_00662	483218.BACPEC_02745	3.05e-64	203.0	COG1132@1|root,COG1132@2|Bacteria,1US0C@1239|Firmicutes,24EZJ@186801|Clostridia	186801|Clostridia	V	ABC transporter	-	-	-	-	-	-	-	-	-	-	-	-	ABC_tran
MGYG000000076_02934	1235793.C809_00895	3.84e-239	660.0	COG0444@1|root,COG0444@2|Bacteria,1TP6E@1239|Firmicutes,247NN@186801|Clostridia,27JHK@186928|unclassified Lachnospiraceae	186801|Clostridia	P	Oligopeptide/dipeptide transporter, C-terminal region	-	-	-	ko:K15583	ko01501,ko02010,ko02024,map01501,map02010,map02024	M00439	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5.1,3.A.1.5.18,3.A.1.5.19,3.A.1.5.25	-	-	ABC_tran,oligo_HPY
MGYG000000076_01824	585394.RHOM_09280	1.35e-142	413.0	COG1131@1|root,COG1131@2|Bacteria,1TQUS@1239|Firmicutes,25AZ1@186801|Clostridia	186801|Clostridia	V	ABC-type multidrug transport system ATPase component	-	-	-	ko:K01990	-	M00254	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	ABC_tran,DUF4162
MGYG000000076_01683	397290.C810_03829	1.28e-15	90.1	COG4677@1|root,COG4677@2|Bacteria	2|Bacteria	G	pectinesterase activity	-	-	3.2.1.51,4.2.2.23	ko:K10297,ko:K15923,ko:K18197	ko00511,map00511	-	-	-	ko00000,ko00001,ko01000,ko04121	-	GH95,PL11	-	AAA,Alpha-amylase,Beta_helix,CBM_2,CBM_3,CBM_35,CBM_6,Dockerin_1,FlgD_ig,GH43_C,Glyco_hyd_65N_2,Glyco_hydro_43,Glyco_hydro_9,Glyco_hydro_98M,Laminin_G_3,Lipase_GDSL_2,NPCBM,PP2C_2,Pectinesterase,Peptidase_S74,Polysacc_deac_1,RicinB_lectin_2,SLH
MGYG000000076_00933	585394.RHOM_04945	0.0	903.0	COG0441@1|root,COG0572@1|root,COG0441@2|Bacteria,COG0572@2|Bacteria,1TQ4V@1239|Firmicutes,249IT@186801|Clostridia	186801|Clostridia	F	uridine kinase	udk	-	2.7.1.48	ko:K00876	ko00240,ko00983,ko01100,map00240,map00983,map01100	-	R00513,R00516,R00517,R00962,R00964,R00967,R00968,R00970,R01548,R01549,R01880,R02091,R02096,R02097,R02327,R02332,R02371,R02372,R08232	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	PRK,TGS,tRNA_SAD
MGYG000000076_03764	411474.COPEUT_00649	1.46e-261	716.0	COG2152@1|root,COG2152@2|Bacteria,1TQE7@1239|Firmicutes,249D0@186801|Clostridia	186801|Clostridia	G	PFAM Glycosidase	-	-	2.4.1.319,2.4.1.320	ko:K18785	-	-	R10811,R10829	RC00049	ko00000,ko01000	-	-	-	Glyco_hydro_130
MGYG000000076_00072	1123313.ATUT01000016_gene618	4.08e-35	138.0	COG1835@1|root,COG1835@2|Bacteria,1UXXI@1239|Firmicutes,3VQ6J@526524|Erysipelotrichia	526524|Erysipelotrichia	I	Acyltransferase family	-	-	-	-	-	-	-	-	-	-	-	-	Acyl_transf_3
MGYG000000076_02377	622312.ROSEINA2194_02805	0.0	1491.0	COG0574@1|root,COG1080@1|root,COG0574@2|Bacteria,COG1080@2|Bacteria,1TPK8@1239|Firmicutes,247RW@186801|Clostridia	186801|Clostridia	G	Belongs to the PEP-utilizing enzyme family	ppdK	-	2.7.9.1	ko:K01006	ko00620,ko00710,ko00720,ko01100,ko01120,ko01200,map00620,map00710,map00720,map01100,map01120,map01200	M00169,M00171,M00172,M00173	R00206	RC00002,RC00015	ko00000,ko00001,ko00002,ko01000	-	-	-	PEP-utilizers,PEP-utilizers_C,PPDK_N
MGYG000000076_02098	585394.RHOM_01350	0.0	1120.0	COG2200@1|root,COG2200@2|Bacteria,1TS8B@1239|Firmicutes,24EZ4@186801|Clostridia	186801|Clostridia	T	GGDEF domain	-	-	-	-	-	-	-	-	-	-	-	-	EAL,GGDEF,PAS_3,PAS_9,dCache_1
MGYG000000076_01217	585394.RHOM_02460	0.0	996.0	COG0504@1|root,COG0504@2|Bacteria,1TP34@1239|Firmicutes,2482E@186801|Clostridia	186801|Clostridia	F	Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen. Regulates intracellular CTP levels through interactions with the four ribonucleotide triphosphates	pyrG	-	6.3.4.2	ko:K01937	ko00240,ko01100,map00240,map01100	M00052	R00571,R00573	RC00010,RC00074	ko00000,ko00001,ko00002,ko01000	-	-	iHN637.CLJU_RS01075	CTP_synth_N,GATase
MGYG000000076_00870	1235800.C819_01159	4.64e-62	201.0	28JS8@1|root,2Z9HS@2|Bacteria,1UY4F@1239|Firmicutes,248MI@186801|Clostridia,27IR8@186928|unclassified Lachnospiraceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_00200	1410626.JHXB01000007_gene2561	5e-82	256.0	COG2035@1|root,COG2035@2|Bacteria,1UYD5@1239|Firmicutes,24B08@186801|Clostridia,27KSJ@186928|unclassified Lachnospiraceae	186801|Clostridia	S	Domain of unknown function (DUF368)	-	-	-	ko:K08974	-	-	-	-	ko00000	-	-	-	DUF368
MGYG000000076_02131	642492.Clole_0428	9.14e-30	117.0	COG2197@1|root,COG2197@2|Bacteria,1V7ZQ@1239|Firmicutes,25BMW@186801|Clostridia	186801|Clostridia	K	helix_turn_helix, Lux Regulon	-	-	-	-	-	-	-	-	-	-	-	-	GerE
MGYG000000076_00488	585394.RHOM_09705	1.29e-125	362.0	COG0344@1|root,COG0344@2|Bacteria,1VA3J@1239|Firmicutes,24JA2@186801|Clostridia	186801|Clostridia	I	Catalyzes the transfer of an acyl group from acyl- phosphate (acyl-PO(4)) to glycerol-3-phosphate (G3P) to form lysophosphatidic acid (LPA). This enzyme utilizes acyl-phosphate as fatty acyl donor, but not acyl-CoA or acyl-ACP	plsY	-	2.3.1.15	ko:K08591	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	M00089	R00851,R09380	RC00004,RC00039,RC00041	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	G3P_acyltransf
MGYG000000076_01118	585394.RHOM_07325	4.76e-169	476.0	COG0157@1|root,COG0157@2|Bacteria,1TPQC@1239|Firmicutes,248P2@186801|Clostridia	186801|Clostridia	H	Belongs to the NadC ModD family	nadC	-	2.4.2.19	ko:K00767	ko00760,ko01100,map00760,map01100	M00115	R03348	RC02877	ko00000,ko00001,ko00002,ko01000	-	-	iHN637.CLJU_RS12010	QRPTase_C,QRPTase_N
MGYG000000076_00415	622312.ROSEINA2194_00044	1.92e-136	405.0	COG1323@1|root,COG1323@2|Bacteria,1TPP2@1239|Firmicutes,247UP@186801|Clostridia	186801|Clostridia	S	Belongs to the UPF0348 family	-	-	-	-	-	-	-	-	-	-	-	-	HIGH_NTase1,HIGH_NTase1_ass
MGYG000000076_02015	515620.EUBELI_01883	1.28e-169	484.0	COG3842@1|root,COG3842@2|Bacteria,1TP2M@1239|Firmicutes,247JR@186801|Clostridia,25W0F@186806|Eubacteriaceae	186801|Clostridia	E	Part of the ABC transporter complex CysAWTP involved in sulfate thiosulfate import. Responsible for energy coupling to the transport system	cysA	-	3.6.3.25	ko:K02045,ko:K02052	ko00920,ko02010,ko02024,map00920,map02010,map02024	M00185,M00193	-	-	ko00000,ko00001,ko00002,ko01000,ko02000	3.A.1.11,3.A.1.6.1,3.A.1.6.3	-	-	ABC_tran,TOBE_2
MGYG000000076_01649	1235790.C805_00450	1.24e-250	689.0	COG1088@1|root,COG1088@2|Bacteria,1TPWM@1239|Firmicutes,247NE@186801|Clostridia,25VJ0@186806|Eubacteriaceae	186801|Clostridia	M	Belongs to the NAD(P)-dependent epimerase dehydratase family. dTDP-glucose dehydratase subfamily	rfbB	-	4.2.1.46	ko:K01710	ko00521,ko00523,ko00525,ko01055,ko01130,map00521,map00523,map00525,map01055,map01130	M00793	R06513	RC00402	ko00000,ko00001,ko00002,ko01000	-	-	-	GDP_Man_Dehyd
MGYG000000076_03377	1450525.JATV01000035_gene478	4.71e-17	84.7	COG5619@1|root,COG5619@2|Bacteria	2|Bacteria	S	Uncharacterized conserved protein (DUF2290)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2290
MGYG000000076_03703	622312.ROSEINA2194_01631	1.86e-147	414.0	28YG2@1|root,2ZKAC@2|Bacteria,1VNA1@1239|Firmicutes	1239|Firmicutes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DUF1963
MGYG000000076_01956	1497679.EP56_16815	2.01e-46	160.0	2DSAP@1|root,32USN@2|Bacteria,1VDID@1239|Firmicutes,4HKBW@91061|Bacilli,26K6Q@186820|Listeriaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_01961	511680.BUTYVIB_02280	5.58e-172	502.0	28HPA@1|root,2Z7XB@2|Bacteria,1TRBX@1239|Firmicutes,24AUG@186801|Clostridia,4C0W2@830|Butyrivibrio	186801|Clostridia	S	MobA/MobL family	-	-	-	-	-	-	-	-	-	-	-	-	MobA_MobL
MGYG000000076_02566	1235790.C805_01475	6.43e-106	310.0	COG1394@1|root,COG1394@2|Bacteria,1TQ4P@1239|Firmicutes,24Z7J@186801|Clostridia,25WFD@186806|Eubacteriaceae	186801|Clostridia	C	Produces ATP from ADP in the presence of a proton gradient across the membrane	atpD	-	-	ko:K02120	ko00190,ko01100,map00190,map01100	M00159	-	-	ko00000,ko00001,ko00002	3.A.2.2,3.A.2.3	-	-	ATP-synt_D
MGYG000000076_03469	622312.ROSEINA2194_02141	3.28e-256	712.0	COG0770@1|root,COG0770@2|Bacteria,1VT78@1239|Firmicutes,25100@186801|Clostridia	186801|Clostridia	M	Involved in cell wall formation. Catalyzes the final step in the synthesis of UDP-N-acetylmuramoyl-pentapeptide, the precursor of murein	murF	-	6.3.2.10	ko:K01929	ko00300,ko00550,ko01100,ko01502,map00300,map00550,map01100,map01502	-	R04573,R04617	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011	-	-	-	Mur_ligase,Mur_ligase_C,Mur_ligase_M
MGYG000000076_00219	397288.C806_03378	3.1e-162	481.0	COG0840@1|root,COG0840@2|Bacteria,1TP5A@1239|Firmicutes,247S3@186801|Clostridia,27KAK@186928|unclassified Lachnospiraceae	186801|Clostridia	NT	Four helix bundle sensory module for signal transduction	-	-	-	ko:K03406	ko02020,ko02030,map02020,map02030	-	-	-	ko00000,ko00001,ko02035	-	-	-	4HB_MCP_1,HAMP,MCPsignal,dCache_1
MGYG000000076_00871	622312.ROSEINA2194_01195	2.47e-217	600.0	COG5464@1|root,COG5464@2|Bacteria,1UA0N@1239|Firmicutes,247X9@186801|Clostridia	186801|Clostridia	L	Psort location Cytoplasmic, score 8.87	-	-	-	-	-	-	-	-	-	-	-	-	Intron_maturas2,PDDEXK_2,RVT_1
MGYG000000076_01341	1256908.HMPREF0373_02435	1.04e-19	80.5	2EGRK@1|root,33AHS@2|Bacteria,1VK9R@1239|Firmicutes,24UM0@186801|Clostridia,25XQV@186806|Eubacteriaceae	186801|Clostridia	S	Six-cysteine peptide SCIFF	scfA	-	-	-	-	-	-	-	-	-	-	-	SCIFF
MGYG000000076_00218	622312.ROSEINA2194_02490	1.82e-57	184.0	COG0835@1|root,COG0835@2|Bacteria	2|Bacteria	NT	chemotaxis	-	-	-	ko:K03408	ko02020,ko02030,map02020,map02030	-	-	-	ko00000,ko00001,ko02035	-	-	-	CheW,Response_reg
MGYG000000076_00386	585394.RHOM_11225	0.0	1296.0	COG0646@1|root,COG1410@1|root,COG0646@2|Bacteria,COG1410@2|Bacteria,1TPYV@1239|Firmicutes,248JB@186801|Clostridia	186801|Clostridia	E	MeTHIonine synthase	metH	-	2.1.1.13	ko:K00548	ko00270,ko00450,ko00670,ko01100,ko01110,ko01230,map00270,map00450,map00670,map01100,map01110,map01230	M00017	R00946,R09365	RC00035,RC00113,RC01241	ko00000,ko00001,ko00002,ko01000	-	-	-	B12-binding,B12-binding_2,Pterin_bind,S-methyl_trans
MGYG000000076_02106	483218.BACPEC_02760	6.18e-81	242.0	COG1846@1|root,COG1846@2|Bacteria,1V3G1@1239|Firmicutes,24G8T@186801|Clostridia,26CGS@186813|unclassified Clostridiales	186801|Clostridia	K	helix_turn_helix multiple antibiotic resistance protein	-	-	-	-	-	-	-	-	-	-	-	-	HTH_27,MarR,MarR_2
MGYG000000076_01100	585394.RHOM_08170	1.43e-167	473.0	COG1082@1|root,COG1082@2|Bacteria,1U81K@1239|Firmicutes,2492P@186801|Clostridia	186801|Clostridia	G	Psort location Cytoplasmic, score	-	-	-	-	-	-	-	-	-	-	-	-	AP_endonuc_2
MGYG000000076_02621	1235790.C805_02970	1.36e-75	230.0	2E30B@1|root,32SUY@2|Bacteria,1UPTA@1239|Firmicutes,24T23@186801|Clostridia,25YY1@186806|Eubacteriaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_03324	585394.RHOM_10070	3.49e-130	380.0	COG0721@1|root,COG1670@1|root,COG0721@2|Bacteria,COG1670@2|Bacteria,1V6E0@1239|Firmicutes,24G2M@186801|Clostridia	186801|Clostridia	J	acetyltransferase, GNAT family	-	-	2.3.1.128	ko:K03790	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Acetyltransf_1,Acetyltransf_3,Glu-tRNAGln
MGYG000000076_02876	585394.RHOM_02025	6.08e-08	55.5	2FJSC@1|root,34BF3@2|Bacteria,1VZYZ@1239|Firmicutes,2549D@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_01697	1121918.ARWE01000001_gene1166	7.5e-48	168.0	COG0615@1|root,COG2870@1|root,COG0615@2|Bacteria,COG2870@2|Bacteria,1MV3Z@1224|Proteobacteria,42MBC@68525|delta/epsilon subdivisions,2WIKU@28221|Deltaproteobacteria,43TN4@69541|Desulfuromonadales	28221|Deltaproteobacteria	F	Catalyzes the phosphorylation of D-glycero-D-manno- heptose 7-phosphate at the C-1 position to selectively form D- glycero-beta-D-manno-heptose-1,7-bisphosphate	hldE	GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0006629,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0008713,GO:0008920,GO:0009058,GO:0009059,GO:0009103,GO:0009244,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016301,GO:0016310,GO:0016740,GO:0016757,GO:0016772,GO:0019200,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044424,GO:0044444,GO:0044464,GO:0046401,GO:0046835,GO:0071704,GO:1901135,GO:1901137,GO:1901576,GO:1903509	2.7.1.167,2.7.7.70	ko:K03272	ko00540,ko01100,map00540,map01100	M00064	R05644,R05646	RC00002,RC00078	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	iAF987.Gmet_0922	CTP_transf_like,PfkB
MGYG000000076_02439	411471.SUBVAR_04839	1.52e-44	145.0	28QQP@1|root,2ZD65@2|Bacteria,1W3VB@1239|Firmicutes,254VJ@186801|Clostridia,3WQYH@541000|Ruminococcaceae	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_03714	565034.BHWA1_01065	1.22e-55	199.0	COG0457@1|root,COG1368@1|root,COG0457@2|Bacteria,COG1368@2|Bacteria,2JBB0@203691|Spirochaetes	203691|Spirochaetes	M	Tetratricopeptide repeat	-	-	-	-	-	-	-	-	-	-	-	-	ALGX
MGYG000000076_00003	1235802.C823_04091	2.85e-158	452.0	COG3755@1|root,COG3755@2|Bacteria,1VHSS@1239|Firmicutes,24U0W@186801|Clostridia	186801|Clostridia	S	Lysozyme inhibitor LprI	-	-	-	-	-	-	-	-	-	-	-	-	LprI
MGYG000000076_02234	742735.HMPREF9467_04955	4.65e-62	194.0	COG1733@1|root,COG1733@2|Bacteria,1V707@1239|Firmicutes,24HCZ@186801|Clostridia	186801|Clostridia	K	transcriptional	-	-	-	-	-	-	-	-	-	-	-	-	HxlR
MGYG000000076_01861	469610.HMPREF0189_01288	1.25e-141	406.0	COG2256@1|root,COG2256@2|Bacteria,1Q8KE@1224|Proteobacteria,2VZH7@28216|Betaproteobacteria	28216|Betaproteobacteria	L	atpase related to the helicase subunit of the holliday junction resolvase	-	-	-	-	-	-	-	-	-	-	-	-	-
MGYG000000076_00948	743719.PaelaDRAFT_3926	5.54e-113	352.0	COG1409@1|root,COG1409@2|Bacteria,1VRCN@1239|Firmicutes	1239|Firmicutes	S	Calcineurin-like phosphoesterase	-	-	-	-	-	-	-	-	-	-	-	-	Metallophos
MGYG000000076_02854	622312.ROSEINA2194_01630	2.1e-57	188.0	COG3209@1|root,COG3209@2|Bacteria	2|Bacteria	M	self proteolysis	-	-	-	-	-	-	-	-	-	-	-	-	AHH,LHH,RHS,RHS_repeat,SCP1201-deam,Tox-ART-HYD1,Tox-SHH,Toxin-JAB1,XOO_2897-deam
MGYG000000076_03114	622312.ROSEINA2194_00567	5.5e-296	827.0	COG1132@1|root,COG1132@2|Bacteria,1UM82@1239|Firmicutes,24ANF@186801|Clostridia	186801|Clostridia	V	Psort location CytoplasmicMembrane, score	-	-	-	ko:K18889	ko02010,map02010	M00707	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.106.13,3.A.1.106.5	-	-	ABC_membrane,ABC_tran
MGYG000000076_03120	1408306.JHXX01000001_gene2019	2.27e-155	453.0	COG2312@1|root,COG2312@2|Bacteria,1V2ED@1239|Firmicutes,24BHP@186801|Clostridia,4BXEN@830|Butyrivibrio	186801|Clostridia	S	Erythromycin esterase	-	-	-	ko:K06880	-	-	-	-	ko00000,ko01000,ko01504	-	-	-	Erythro_esteras
MGYG000000076_02940	509191.AEDB02000088_gene2620	3.03e-08	62.4	2DNWR@1|root,32ZK3@2|Bacteria,1VGZE@1239|Firmicutes,259X3@186801|Clostridia,3WQUT@541000|Ruminococcaceae	186801|Clostridia	S	Domain of unknown function (DUF4163)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4163
MGYG000000076_00099	180332.JTGN01000009_gene4213	2.79e-71	275.0	COG3087@1|root,COG5492@1|root,COG3087@2|Bacteria,COG5492@2|Bacteria	2|Bacteria	N	domain, Protein	-	-	3.4.21.110	ko:K02519,ko:K08652	-	-	-	-	ko00000,ko01000,ko01002,ko03012,ko03029,ko03110	-	-	-	AAA_5,Amidase_2,BMC,Bac_DNA_binding,Beta_helix,Big_2,Big_4,CBM_35,CBM_6,CHU_C,CW_binding_1,Collagen_bind,DUF1080,DUF1533,DUF3578,DUF928,Exo_endo_phos,F5_F8_type_C,Flg_new,Fn3_assoc,G5,GTP_EFTU,Glyco_hydro_127,Glyco_hydro_20,Glyco_hydro_20b,Glyco_hydro_43,Gram_pos_anchor,IF-2,IF2_N,Laminin_G_3,LysM,Mucin_bdg,N6_Mtase,NYN,PA,Peptidase_M60,Peptidase_S8,Pkinase,ResIII,RicinB_lectin_2,SPOR,VRP1,YSIRK_signal,fn3,fn3_5,zinc_ribbon_2
MGYG000000076_03246	585394.RHOM_15375	0.0	1131.0	COG0550@1|root,COG0550@2|Bacteria,1TPJD@1239|Firmicutes,24810@186801|Clostridia	186801|Clostridia	L	Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone	-	-	5.99.1.2	ko:K03169	-	-	-	-	ko00000,ko01000,ko03032	-	-	-	DUF3945,Topoisom_bac,Toprim,Toprim_Crpt
MGYG000000076_02956	515620.EUBELI_20548	0.0	1054.0	COG1132@1|root,COG1132@2|Bacteria,1TP0B@1239|Firmicutes,247Q0@186801|Clostridia,25UTB@186806|Eubacteriaceae	186801|Clostridia	V	ABC-type multidrug transport system, ATPase and permease	-	-	-	ko:K06147	-	-	-	-	ko00000,ko02000	3.A.1.106,3.A.1.109,3.A.1.21	-	-	ABC_membrane,ABC_tran
MGYG000000076_02339	585394.RHOM_06955	1.54e-277	763.0	COG1157@1|root,COG1157@2|Bacteria,1TP0R@1239|Firmicutes,25E6B@186801|Clostridia	186801|Clostridia	NU	Flagellar protein export ATPase FliI	fliI	-	3.6.3.14	ko:K02412,ko:K03224	ko02040,ko03070,map02040,map03070	M00332,M00542,M00660	-	-	ko00000,ko00001,ko00002,ko01000,ko02035,ko02044	3.A.6.1,3.A.6.2,3.A.6.3	-	-	ATP-synt_ab,ATP-synt_ab_N
