feature	MGYG000000002	MGYG000000003	MGYG000000004	MGYG000000013	MGYG000000022	MGYG000000076	MGYG000000106	MGYG000000215	MGYG000000756	MGYG000001881	MGYG000002323
ilvB K01652 K16787	0	0	0	0	0	0	1	0	0	0	0
ilvC K00053	1	1	0	1	1	1	1	0	2	0	1
ilvD K01687	1	2	0	1	1	2	0	0	0	0	1
ilvD K01687 K16786	0	0	0	0	0	0	1	0	0	0	0
ilvD3 K01687	1	0	0	0	0	0	0	0	0	0	0
ilvE K00826	0	1	0	1	0	0	1	1	1	0	1
ilvE K00826 K02619	1	0	1	0	1	1	0	0	0	0	0
ilvG K01652	0	0	0	0	0	0	0	0	0	0	1
ilvH K01653	0	0	0	0	0	0	1	0	0	0	0
ilvH_1 K01653	1	0	0	0	0	0	0	0	0	0	0
ilvI K01652	0	0	1	0	0	0	0	0	0	0	2
ilvM K11258	0	0	0	0	0	0	0	0	0	0	1
ilvN K01653	1	0	1	1	1	1	0	0	0	0	0
ilvY K02521	0	0	0	0	0	0	0	0	0	0	1
impB K11901	0	0	0	0	0	0	0	0	0	0	1
impC K11900	0	0	0	0	0	0	0	0	0	0	1
impH K11895	0	0	0	0	0	0	0	0	0	0	1
impI K11894	0	0	0	0	0	0	0	0	0	0	1
impJ K11893	0	0	0	0	0	0	0	0	0	0	1
inaA	0	0	0	0	0	0	0	0	0	0	1
infA K02518	1	1	2	1	2	2	1	1	2	1	1
infB K02519	1	1	1	1	1	1	1	1	2	1	1
infC K02520	1	1	1	1	1	2	1	1	1	0	1
ino1 K01858	0	0	0	1	0	0	0	2	1	0	0
insH5 K07481	0	0	0	0	0	0	0	0	0	0	1
int	0	0	0	0	1	0	0	0	0	0	0
int3	0	0	0	0	0	0	1	0	0	0	0
intB	0	0	0	0	0	0	0	0	0	0	1
intR K14059	0	0	0	0	0	0	0	0	0	0	2
intS	0	0	0	0	0	0	0	0	0	0	1
iolC K00847	0	0	0	0	1	0	0	0	0	0	0
iolS K06607	0	0	0	0	0	0	1	0	0	0	0
iorA K00179	0	2	1	1	0	0	0	0	0	0	0
iorB K00180	0	0	1	1	0	0	0	0	0	0	0
iprA	0	0	0	0	0	0	0	0	0	0	1
iraD K21637	0	0	0	0	0	0	0	0	0	0	1
iscA K05997 K13628	0	0	0	0	0	0	0	0	0	0	1
iscR K13643	0	0	0	0	0	0	0	0	0	0	1
iscS K04487	3	0	2	0	2	1	1	0	0	0	1
iscS1 K04487	0	0	0	0	0	0	0	0	1	0	0
iscS2 K04487	0	0	0	0	0	0	1	0	0	0	0
iscU K04488	0	0	0	0	0	0	0	0	0	0	1
iscX	0	0	0	0	0	0	0	0	0	0	1
isiB K03839	0	0	0	1	0	0	0	0	0	0	0
ispA K00795 K13789	0	0	0	0	0	0	0	0	0	0	1
ispA K13789	1	0	1	1	1	1	1	1	0	0	0
ispB K02523	0	1	0	1	0	0	0	1	0	0	1
ispD K00991	1	1	1	1	0	1	0	0	0	0	1
ispD K00991 K21681	0	0	0	0	0	0	0	1	1	0	0
ispE K00919	1	1	1	1	1	1	0	2	0	2	1
ispE K00919 K16924	0	0	0	0	0	0	1	0	0	0	0
ispF K01770	0	1	0	1	0	0	0	1	0	1	0
ispF K01770 K12506	1	0	1	0	1	1	0	0	1	0	0
ispG K03526	1	1	1	1	1	1	0	1	1	1	1
ispH K02945 K03527	2	1	1	0	1	3	0	0	0	0	0
ispH K03527	0	1	0	1	0	0	0	1	1	0	1
ispZ K06190	0	0	0	0	0	0	0	0	0	0	1
iunH2 K01239	0	0	0	0	0	0	0	0	1	0	0
jag K06346	1	0	1	0	1	1	1	0	1	0	0
katA K03781	0	1	0	1	0	0	0	0	0	0	0
katE K03781	0	0	0	0	0	0	0	0	0	0	1
kbaY K01624 K08302	0	0	1	0	0	0	0	0	0	0	0
kbaY K08302	0	0	0	0	0	0	0	0	0	0	1
kbaZ K16371	0	0	0	0	0	0	0	0	0	0	1
kbl K00639	0	1	0	1	0	0	0	1	0	0	2
kce K18013	1	0	0	0	0	0	0	0	0	0	0
kch K10716	0	0	0	0	0	0	0	0	0	0	1
kdgA K01625	0	0	0	0	0	0	2	0	0	0	0
kdgK K00874	0	0	1	0	0	0	1	0	0	0	1
kdgT K02526	0	0	1	0	0	0	0	0	0	0	1
kdpA K01546	0	1	1	1	0	0	1	0	0	0	1
kdpB K01547	0	2	1	1	0	0	1	0	0	0	1
kdpC K01548	0	0	1	1	0	0	1	0	0	0	0
kdpD K07646	1	1	2	1	1	0	1	0	0	0	2
kdpE K07667	1	0	1	0	1	0	1	0	0	0	1
kdpE_1 K07667	0	0	0	0	1	1	0	0	0	0	0
kdsA K01627	0	1	0	1	0	0	0	0	0	0	1
kdsB K00979	0	1	0	1	0	0	0	0	0	0	1
kdsC K03270	0	1	0	1	0	0	0	1	0	0	1
kdsD K06041	0	1	0	1	0	0	1	0	0	0	3
kdtA K02527	0	0	0	0	0	0	0	0	0	0	2
kduD K00046 K00065	0	0	2	0	0	0	0	0	0	0	0
kduD K00065	0	0	0	0	0	0	0	0	0	0	1
kduI K01815	0	1	0	2	1	1	1	0	0	0	1
kefA K05802 K22051	0	0	0	0	0	0	0	0	0	1	1
kefB K03455 K11745 K11747	0	0	0	0	0	0	0	0	0	0	2
kefC K03455 K11745 K11747	0	0	0	0	0	0	0	0	0	0	2
kefF K11746	0	0	0	0	0	0	0	0	0	0	1
kefG K11748	0	0	0	0	0	0	0	0	0	0	1
kfoC_2	1	0	0	0	0	0	0	0	0	0	0
kgtP K02625 K03761	0	0	0	0	0	0	0	0	0	0	1
kilR	0	0	0	0	0	0	0	0	0	0	1
kinG	0	0	0	0	0	0	1	0	0	0	0
kpsC K07266	0	0	0	0	0	0	0	0	0	0	1
kpsD	0	0	0	2	0	0	0	1	0	0	1
kpsE K10107	0	0	0	0	0	0	0	0	0	0	1
kpsM K09688	0	0	0	0	0	0	0	0	0	0	1
kpsS K07265	0	0	0	0	0	0	0	0	0	0	1
kptA K07559	0	0	1	0	0	0	0	0	0	0	1
ksgA K02528	1	1	1	1	0	1	1	1	2	0	1
ktrA K03499	1	0	1	1	1	0	1	0	0	0	0
ktrB K03498	1	0	1	1	0	0	1	0	0	0	0
ktrD	0	0	0	0	0	0	1	0	0	0	0
kup K03549	0	0	0	0	0	0	1	1	1	0	1
lacA K12308	0	0	0	0	0	0	1	0	0	0	0
lacC K00882 K00917	1	0	0	0	0	0	0	0	0	0	0
lacD K01635	0	0	0	0	0	0	3	0	0	0	0
lacE K10188	0	0	0	0	0	1	1	0	0	0	0
lacG K10190	0	0	0	0	0	0	1	0	0	0	0
lacI	0	0	0	0	0	0	0	0	0	0	2
lacS K03292 K11104 K16209	0	0	0	0	1	1	0	0	0	0	0
lacX	1	0	0	1	0	1	0	1	0	0	0
lacY K02532	0	0	0	0	0	0	0	0	1	0	2
lacZ K01190	1	0	0	2	2	2	0	1	0	0	0
lacZ K01190 K01195	0	0	0	0	1	0	0	0	0	0	0
lacZ K01190 K12111	0	0	0	0	0	0	0	0	0	0	1
lacZ K01190 K12373	0	0	0	0	0	0	1	0	0	0	0
lacZ K12308	0	0	0	0	0	0	1	0	0	0	0
lacZ3	0	0	0	0	0	0	0	0	1	0	0
lacZ_17 K01190	0	0	0	0	0	0	0	0	0	1	0
lacZ_2 K01190	0	0	0	1	0	0	0	0	0	0	0
lafU K02557	0	0	0	0	0	0	0	0	0	0	1
lagD K20344	1	0	0	0	0	0	0	0	0	0	0
lamB K02024	0	0	0	0	0	0	0	0	0	0	1
lapA K08992	0	0	0	0	0	0	0	0	0	0	1
lapA K12549	0	0	0	0	0	0	0	0	0	0	1
lapB K19804	0	0	0	0	0	0	0	0	0	0	1
larC K06898 K09121	0	0	1	0	0	0	0	0	0	0	0
larC K09121	1	0	0	0	0	1	0	0	0	1	0
lasT K02533	0	0	0	0	0	0	0	0	0	0	1
lctO K00467 K10530	0	0	0	0	0	0	1	0	0	0	0
lctP K03303	0	0	0	1	0	0	0	0	0	0	0
ldcA K01297	0	0	0	0	0	0	0	0	0	0	1
ldh K00016	2	0	1	1	0	1	3	0	1	0	0
ldh K00016 K00024	0	0	0	0	0	0	0	0	1	0	0
ldh2 K00016	0	0	1	0	0	0	0	0	0	0	0
ldhA K03778	1	1	0	1	0	0	0	0	0	0	1
ldhB K00016	0	0	0	0	0	0	1	0	0	0	0
legA K01425	0	0	0	0	0	0	0	0	0	1	0
lemA K03744	0	1	0	1	0	0	0	1	1	0	0
lepA K03596	1	1	1	1	2	1	1	1	1	1	1
lepB K03100	1	2	2	1	1	0	0	1	1	0	0
lepB_1 K03100	1	0	0	1	0	1	0	0	0	0	0
leuA K01649	1	1	1	1	1	1	1	0	1	0	1
leuA3 K01649	0	0	1	0	0	0	0	0	0	0	0
leuA_1 K09011	0	1	0	1	0	0	0	0	0	0	0
leuB K00052	1	1	1	1	1	0	1	0	1	0	0
leuC K01703	0	1	0	1	0	0	1	0	1	0	0
leuC K01703 K20452	1	0	1	0	1	1	0	0	0	0	0
leuD K01704	0	1	0	1	0	0	1	0	1	0	0
leuD K01704 K20453	1	0	1	0	1	1	0	0	0	0	0
leuE K11250	0	0	0	0	0	0	0	0	0	0	1
leuO K05798	0	0	0	0	0	0	0	0	0	0	1
leuS K01869	1	1	1	1	1	1	1	1	1	2	1
levR	0	0	0	0	0	0	1	0	0	0	0
lexA K01356	1	0	1	0	1	1	1	0	1	0	1
lgt	0	1	0	1	0	0	0	0	1	0	0
lgt K13292	2	0	1	0	1	1	2	0	0	1	1
lhgO K15736	0	0	0	0	0	0	0	0	0	0	1
lhr K03724	0	0	0	0	0	0	0	0	1	0	1
licB2 K02760	0	0	0	0	0	0	1	0	0	0	0
licC K02761	0	0	0	0	0	0	1	0	0	0	0
licD K02011 K07271 K19872	1	0	0	0	0	0	0	0	0	0	0
licD K07271	0	0	0	0	0	0	0	1	0	0	0
licR K03491	0	0	0	0	0	0	1	0	0	0	0
licT K03488	0	0	1	0	0	1	2	0	0	0	0
licT2 K03488	0	0	0	0	0	0	1	0	0	0	0
ligA K01972	2	2	1	1	1	1	1	1	1	0	2
ligB K01972	0	0	0	0	0	0	0	0	0	0	1
ligD K01971	0	0	0	1	0	0	0	0	0	0	0
ligT K01975	0	0	0	0	0	0	0	0	0	0	1
lipA K03644	0	0	0	0	0	0	0	0	0	1	1
lipB K03801	0	2	0	1	0	0	0	0	0	0	1
lipB K06167	0	1	0	1	0	0	0	1	0	0	0
lipL K16869 K18821	0	0	0	0	0	0	1	0	0	0	0
livF K01995 K01996	0	0	0	0	0	0	0	0	1	0	0
livF K01996	1	0	0	0	1	1	1	0	0	0	1
livF1 K01996	0	0	2	0	0	0	0	0	0	0	0
livG K01995	1	0	1	0	0	1	1	0	0	0	1
livG2 K01995	0	0	1	0	0	0	0	0	0	0	0
livH K01997	1	0	1	0	1	1	1	0	0	0	0
livJ K01999	0	0	0	0	0	0	1	0	0	0	1
livK K01999	0	0	0	0	1	0	0	0	0	0	1
livM K01997 K01998	0	0	0	0	0	0	1	0	0	0	0
livM K01998	1	0	1	0	2	1	0	0	0	0	0
livM1 K01998	0	0	1	0	0	0	0	0	0	0	0
lldD	0	0	0	0	1	0	0	0	0	0	0
lldD K00101	0	0	0	0	0	0	0	0	0	0	2
lldP K00427 K03303	0	0	0	0	0	0	0	0	0	0	1
lldP K03303	0	0	0	0	0	0	0	0	0	0	1
lmrA K06147	0	0	0	1	0	0	0	0	0	0	0
lmrA K06147 K18888	0	0	0	0	0	0	1	0	0	0	0
lmrB	0	0	0	0	0	0	1	0	0	0	0
lnt K03820	0	1	0	0	0	0	0	0	0	0	1
loiP K07387	0	1	0	1	0	0	0	0	0	0	0
lolA K03634	0	1	0	2	0	0	0	1	0	0	1
lolB K02494	0	0	0	0	0	0	0	0	0	0	1
lolC K09808	0	0	0	0	0	0	0	0	0	0	2
lolD K02003	0	0	0	0	0	1	0	0	1	0	0
lolD K09810	0	1	0	1	0	0	0	1	0	0	0
lolE K09808	0	0	0	0	0	0	0	0	0	0	1
lolE K09808 K09815	0	1	0	1	0	0	0	1	0	0	0
lolE_1 K09808	0	1	0	1	0	0	0	1	0	0	0
lon K01338	2	1	1	1	1	1	0	1	0	0	1
lon K07177	0	0	0	0	0	0	1	0	0	0	0
lpdA K00382	0	1	0	2	0	0	0	1	1	0	1
lplA K03800	0	0	0	1	0	0	2	1	1	0	2
lplB9 K17319	0	0	0	0	0	0	1	0	0	0	0
lplC K17320	0	0	0	0	0	0	1	0	0	0	0
lplC9 K17320	0	0	0	0	0	0	1	0	0	0	0
lpoA K07121	0	0	0	0	0	0	0	0	0	0	1
lpoB K07337	0	0	0	0	0	0	0	0	0	0	2
lpp K06078	0	0	0	0	0	0	0	0	0	0	1
lpsA	0	1	0	0	0	0	0	0	0	0	0
lptA K09774	0	0	0	0	0	0	0	0	0	0	1
lptB K06861	0	1	0	1	0	0	0	1	0	0	1
lptC K11719	0	0	0	0	0	0	0	0	0	0	1
lptD	0	2	0	1	0	0	0	2	0	0	0
lptD K04744	0	0	0	0	0	0	0	0	0	0	1
lptE	0	1	0	1	0	0	0	1	0	0	0
lptE K03643	0	0	0	0	0	0	0	0	0	0	1
lptF K07091	0	0	0	0	0	0	0	0	0	0	2
lptG K11720	0	1	0	1	0	0	0	1	0	0	2
lpxA K00677	0	1	0	0	0	0	0	1	0	0	1
lpxA2 K00677	0	0	0	1	0	0	0	1	0	0	0
lpxB K00748	0	2	0	1	0	0	0	1	0	0	2
lpxC K02535	0	0	0	0	0	0	0	0	0	0	1
lpxD K02536	0	1	0	1	0	0	0	2	0	1	1
lpxG K07098	0	0	0	0	0	0	0	0	0	2	0
lpxH K03269	0	1	0	1	0	0	0	1	0	0	1
lpxK K00912	0	1	0	1	0	0	0	1	0	1	0
lpxL K02517 K12974	0	0	0	0	0	0	0	0	0	0	2
lpxM K02560	0	0	0	0	0	0	0	0	0	0	1
lrgA K05338 K06518	0	0	0	0	1	0	0	0	0	0	0
lrgA K06518	1	0	1	1	0	1	0	1	0	0	0
lrgB	1	1	1	1	1	1	0	1	0	0	0
lrhA	0	0	0	0	0	0	0	0	0	0	1
lrp	0	0	0	0	0	0	1	0	0	0	0
lrp K03719	0	0	0	0	0	0	0	0	0	0	1
lrp K03719 K05800	0	0	0	1	0	0	0	0	0	0	0
lrp_3 K03719	0	0	0	0	0	0	0	0	1	0	0
lsgC	0	0	0	0	0	0	0	0	0	3	0
lspA K03101	1	1	1	1	1	1	1	1	1	1	1
lspL K08679	1	0	0	0	0	0	0	0	0	0	0
lsrB K10555	1	0	1	0	0	0	0	0	0	0	0
lsrK K11216	0	0	1	0	0	0	0	0	0	0	0
ltaE K01620	1	0	1	1	1	1	0	0	1	0	0
ltaS K19005	0	0	0	0	0	0	1	0	0	0	0
ltaS2	0	1	0	1	0	0	0	0	0	0	0
ltbR	0	0	0	0	0	0	0	0	1	0	0
ltd	0	1	0	1	0	0	0	1	0	0	0
ltrC	0	0	0	0	0	0	1	0	0	0	0
lutC K00782	0	0	0	1	0	0	0	1	0	0	0
luxE	0	1	0	0	0	0	0	0	0	0	0
luxQ_4	0	0	0	1	0	0	0	0	0	0	0
luxS K07173	1	0	1	0	0	1	1	1	1	0	1
lyc K07273	0	0	0	0	0	0	0	0	0	0	1
lysA K01586	1	1	1	1	2	1	1	1	1	0	1
lysC K00928	1	1	1	1	1	0	1	1	0	0	1
lysM	0	2	0	1	0	0	0	1	0	0	0
lysP K11733	0	0	0	0	0	0	0	0	0	0	1
lysR	0	0	0	0	0	0	0	0	0	0	1
lysS K04567	2	1	1	1	1	2	1	1	1	1	1
lysX	0	0	0	0	0	0	0	0	1	0	0
lytA K01447	0	0	0	0	0	0	1	0	0	0	0
lytB K06381	0	0	0	2	0	0	0	0	0	0	0
lytC_3 K01448	1	0	0	0	0	0	0	0	0	0	0
lytG	0	1	0	1	0	0	0	1	0	0	0
lytR	0	0	0	0	0	0	3	0	0	0	0
lytR2	0	0	0	0	0	0	0	0	1	0	0
lyx K00880	0	0	0	0	0	0	0	0	0	0	3
maa	0	0	1	0	0	0	0	0	0	0	0
maa K00633 K00661	0	2	0	0	0	0	0	0	0	0	0
maa K00661	0	0	1	0	1	0	1	0	1	0	1
macB K02003	0	0	1	0	2	0	0	0	0	0	0
macB K05685	0	0	0	0	0	0	0	0	0	0	2
macB1 K02004	0	0	1	0	2	0	0	0	0	0	0
macB2 K02004	0	0	1	0	0	0	0	0	0	0	0
macB_3 K02004	0	0	0	1	0	0	0	1	0	0	0
macB_8 K02004	0	0	1	0	0	0	0	0	0	0	0
madB K01572	0	0	0	1	0	0	0	0	0	0	0
maeA K00027 K00029	0	0	0	0	0	0	0	0	0	0	1
maeB K00027	0	0	0	0	0	1	0	0	0	0	0
maeB K00027 K00029	0	1	0	1	0	0	0	1	0	0	1
maf K06287	1	1	1	1	1	1	2	1	1	0	0
maiA K01800 K01801	0	0	0	0	0	0	0	0	0	0	1
mak K00845 K00847	0	0	0	0	0	0	0	0	0	0	1
malE K02027	0	0	0	0	0	0	1	0	0	0	0
malE K10108	0	0	0	0	0	0	0	0	0	0	1
malF K10109	0	0	0	0	0	0	0	0	0	0	1
malF K15771	0	0	0	0	0	0	1	0	0	0	0
malG K10110	0	0	0	0	0	0	0	0	0	0	1
malG K15772	0	0	0	0	0	0	1	0	0	0	0
malI K16136	0	0	0	0	0	0	0	0	0	0	1
malK K10111	0	0	0	0	0	0	0	0	0	0	1
malK K10112 K17240	0	0	0	0	0	0	1	0	0	0	0
malL K01176 K01182	1	0	0	0	0	1	0	0	0	0	0
malL K01176 K01182 K01226	0	0	0	0	0	1	0	0	0	0	0
malL_2 K01176 K01182	1	0	0	0	0	0	0	0	0	0	0
malM K05775	0	0	0	0	0	0	0	0	0	0	1
malP K00688	0	0	0	0	0	0	0	0	0	0	1
malP K11616	0	0	0	0	0	0	1	0	0	0	0
malP_1 K00688	1	0	0	0	1	1	0	0	0	0	0
malQ K00705	1	0	0	1	0	2	0	2	3	0	1
malQ_1 K00705	1	0	0	0	0	0	0	0	0	0	0
malR K02529	0	0	0	0	0	0	1	0	0	0	0
malS K01176	0	0	0	0	0	0	0	0	0	0	1
malT K03556	0	0	0	0	0	0	0	0	0	0	1
malX K02790 K02791	0	0	0	0	0	0	0	0	0	0	1
malY K14155	0	0	0	0	0	0	2	0	0	0	1
malZ K01187 K21575	0	0	0	0	0	0	0	0	0	0	1
manA K01809	0	0	1	1	0	0	1	1	0	0	1
manB K01840	0	0	0	0	0	0	0	0	0	0	1
manC	0	0	0	0	0	0	0	0	0	1	0
manC K00971	0	1	0	1	0	0	0	2	0	0	0
manL K02769 K02793 K02794	0	0	0	0	0	0	1	0	0	0	0
manN K02796	0	0	0	0	0	0	1	0	0	0	0
manO	0	0	0	0	0	0	1	0	0	0	0
manP K02768 K02769 K02770	0	0	0	0	0	0	1	0	0	0	0
manX K02769 K02793 K02794	0	0	0	0	0	0	1	0	0	0	0
manX K02793 K02794	0	0	0	0	0	0	0	0	0	0	1
manY K02746 K02795	0	0	0	0	0	0	1	0	0	0	0
manY K02746 K02795 K02814	0	0	0	0	0	0	0	0	0	0	1
manZ K02796	0	0	0	0	0	0	0	0	0	0	1
map K01265	2	1	1	1	1	2	2	2	1	1	1
mapA K00691	0	0	0	0	0	0	1	0	0	0	0
marB K13630	0	0	0	0	0	0	0	0	0	0	1
marC K05595	0	0	0	1	0	0	0	0	0	0	1
marR	0	1	0	0	0	0	0	0	0	0	0
marR K03712	0	0	0	0	0	0	0	0	0	0	2
marT	0	0	0	0	0	0	0	0	0	0	1
matP K09911	0	0	0	0	0	0	0	0	0	0	1
mazG K02428	0	1	0	1	0	0	0	1	0	0	0
mazG K02428 K02499	0	0	1	0	2	0	0	0	1	0	0
mazG K04765	0	0	0	0	0	0	0	0	0	0	1
mbl K03569	0	0	1	0	0	0	0	0	0	0	0
mcbA K13650	0	0	0	0	0	0	0	0	0	0	1
mccA K01738 K17216	0	0	0	0	0	0	1	0	0	0	0
mccB K01739 K01760	1	0	0	0	0	1	0	0	0	0	0
mccB K01760 K17217	0	0	0	0	0	0	1	0	0	0	0
mce K05606	0	1	0	1	0	0	0	0	0	0	0
mcpA7 K03406	0	0	0	0	0	0	1	0	0	0	0
mdaB K03923	0	0	0	0	0	0	0	0	0	0	2
mdh	0	0	1	0	0	0	0	0	0	0	0
mdh K00024	0	2	0	2	0	0	0	1	0	0	1
mdlA K06148 K18889	0	0	0	0	0	0	1	0	0	0	0
mdlA2 K06147	0	0	0	0	0	0	1	0	0	0	0
mdlB K06147 K18890	0	0	0	0	0	0	1	0	0	0	0
mdmC K00588	0	2	0	1	0	0	0	1	0	0	0
mdoB K01002	0	0	0	0	0	0	0	0	0	0	1
mdoC K11941	0	0	0	0	0	0	0	0	0	0	1
mdoD K03670	0	0	0	0	0	0	0	0	0	0	1
mdoG K03670	0	0	0	0	0	0	0	0	0	0	1
mdoH K03669	0	0	0	0	0	0	0	0	0	0	1
mdsC	0	1	0	1	0	0	0	1	0	0	0
mdtB K07788	0	0	0	0	0	0	0	0	0	0	1
mdtC K07789	0	0	0	0	0	0	0	0	0	0	1
mdtD K18326	0	0	0	0	0	0	0	0	0	0	1
mdtE K18898	0	0	0	0	0	0	0	0	0	0	1
mdtF K18899	0	0	0	0	0	0	0	0	0	0	1
mdtG K08161	0	0	0	0	0	0	0	0	0	0	1
mdtH K08162	0	0	0	0	0	0	0	0	0	0	1
mdtI K11742	0	0	0	0	0	0	0	0	0	0	1
mdtJ K11743	0	0	0	0	0	0	0	0	0	0	1
mdtK K03327	0	0	0	0	0	0	0	0	0	0	1
mdtL K07552 K08163	0	0	0	0	0	0	0	0	0	0	1
mdtN K15549	0	0	0	0	0	0	0	0	0	0	1
mdtO K15547	0	0	0	0	0	0	0	0	0	0	2
mdtQ K15550	0	0	0	0	0	0	0	0	0	0	1
mdxE K02027 K15770 K17237	0	0	0	0	0	0	1	0	0	0	0
mecA K16511	0	0	0	0	0	1	1	0	0	0	0
mecB K16511	0	0	0	0	0	1	0	0	0	0	0
megL K01739 K01761	0	0	1	0	0	0	0	0	0	0	0
melA K07406	0	0	0	0	0	0	0	0	0	0	1
melA K07407	0	0	0	0	0	0	1	0	0	0	0
melR	0	0	0	0	0	0	0	0	0	0	1
menA K02548	0	1	0	1	0	0	1	1	1	1	1
menB K01661	0	0	0	1	0	0	1	1	0	2	2
menC	0	0	0	1	0	0	0	1	0	0	0
menC K02549	0	0	0	0	0	0	1	0	0	0	1
menD K02551	1	0	0	1	0	0	1	1	0	1	2
menE K00666 K01911	0	0	0	0	0	0	0	0	0	0	1
menE K01911	0	0	0	1	0	0	1	1	0	0	0
menF K02552	0	0	0	0	0	0	1	0	0	0	0
menG K03183	0	1	0	1	0	0	1	1	0	1	0
menH K08680	0	0	0	0	0	0	1	0	0	0	0
menI K19222	0	0	0	0	0	0	0	0	0	0	2
mepA_10	1	0	0	0	0	0	0	0	0	0	0
mepA_2	2	0	1	0	0	1	0	0	0	0	0
mepA_7	0	0	0	1	0	0	0	2	0	0	0
mepM_1	0	1	0	1	0	0	0	1	0	0	0
mepS K13694	0	0	0	1	0	0	0	0	0	0	0
merA K21739	0	0	0	2	0	0	0	0	0	0	0
metAA K00651	1	0	1	1	1	1	1	1	1	0	0
metAS K00651	0	0	0	0	0	0	0	0	0	0	1
metB K01739	0	0	0	0	0	0	1	0	1	0	1
metC K01760	0	0	0	0	0	0	0	0	0	0	1
metC1 K01760	0	0	0	0	0	0	0	0	1	0	0
metE K00549	0	0	0	0	0	0	1	0	1	0	1
metF K00297	2	0	0	1	0	2	0	1	1	0	1
metG K01874	1	1	1	1	2	1	1	1	1	0	2
metH K00548	1	2	1	1	1	1	0	1	0	0	1
metH2 K00548	0	0	0	0	1	0	0	0	0	0	0
metH_2	0	0	0	1	0	0	0	1	0	0	0
metI K02069 K02072	0	0	0	0	0	0	1	0	0	0	0
metI K02072	1	0	0	0	0	1	1	0	1	0	1
metI1 K02072	0	0	0	0	0	0	1	0	0	0	0
metK K00789	1	1	1	1	1	1	1	1	0	0	1
metK3 K00789	1	0	0	0	0	0	0	0	0	0	0
metL K12524 K12525	0	0	0	0	0	0	0	0	0	0	1
metN K02065	0	1	0	1	0	0	0	1	0	0	0
metN K02071	1	0	1	0	2	1	2	0	2	0	1
metQ K02072 K02073	0	0	0	0	0	0	1	0	0	0	1
metQ K02073	1	0	1	0	1	1	0	0	1	0	0
metQ3 K02073	0	0	0	0	0	0	1	0	0	0	0
metR K03576	0	0	0	0	0	0	0	0	0	0	1
metXA K00641	0	1	0	0	0	0	0	0	0	0	0
metY K01740	1	1	1	1	1	1	0	0	0	1	0
metZ K01740 K10764	0	0	0	1	0	0	0	1	0	0	0
mexA K03585 K18141 K18321	0	0	0	0	0	0	0	0	0	0	1
mexB K18138	0	0	0	0	0	0	0	0	0	0	1
mexF K03296	0	0	0	1	0	0	0	1	0	0	0
mfd K03723	1	1	1	2	2	2	1	1	1	0	1
mglA K02056 K06400	0	0	0	0	0	0	1	0	0	0	0
mglA K10441	1	0	1	0	0	0	0	0	0	0	0
mglA K10441 K10542	0	0	0	0	0	0	0	0	0	0	1
mglA K10542	0	0	1	0	1	1	0	0	0	0	0
mglB K10439 K10540 K17205 K17213	0	0	0	0	0	0	0	0	0	0	1
mglB K10540	0	0	1	0	0	0	0	0	0	0	0
mglC K02057	0	0	0	0	0	0	1	0	0	0	0
mglC K10541	0	0	1	0	0	1	0	0	0	0	1
mgm K20450	0	0	1	0	0	0	0	0	0	0	0
mgsA K00859 K01734	0	0	0	0	0	2	0	0	0	0	0
mgsA K01734	1	1	1	1	2	0	1	0	0	0	1
mgtA K01531	0	0	0	1	0	0	1	0	0	0	0
mgtA K01531 K12955	0	0	0	0	0	0	0	0	0	0	1
mgtC3 K07507	0	0	0	0	0	0	1	0	0	0	0
mgtE K06213	1	0	0	1	3	2	1	0	0	0	0
mhbB K16165	0	0	0	0	0	0	0	0	0	0	1
mhbM K00480 K20940 K22270	0	0	0	0	0	0	0	0	0	0	1
mhpT K05819	0	0	0	0	0	0	0	0	0	0	1
mhqA_2 K15975	0	0	0	0	0	0	1	0	0	0	0
mhqD K06999	0	0	0	0	0	0	1	0	0	0	0
mhqO K15975	0	0	0	0	0	0	1	0	0	0	0
miaA K00791	1	1	1	1	1	1	1	1	1	1	0
miaA2 K00791	0	0	0	1	0	0	0	1	0	0	0
miaB K06168	1	1	1	1	1	1	0	1	1	2	0
minC K03610	0	0	0	0	0	1	0	0	0	0	1
minD K03609	1	0	1	0	0	2	0	0	0	0	1
minE K03608	1	0	0	0	0	2	0	0	0	0	1
mioC K06205	0	0	0	0	0	0	0	0	0	0	1
mip K01802	0	0	0	1	0	0	0	0	0	0	0
mip K03773	0	0	0	0	0	0	0	1	0	0	0
mipA K07274	0	0	0	0	0	0	0	0	0	0	1
mlaB K07122	0	0	0	0	0	0	0	0	0	0	1
mlaC K07323	0	0	0	0	0	0	0	0	0	0	1
mlaD K02067	0	0	0	0	0	0	0	0	0	0	1
mlaE K02066	0	1	0	1	0	0	0	1	0	0	1
mlaF K02065	0	0	0	0	0	0	0	0	0	0	1
mlc K15545	0	0	0	0	0	0	0	0	0	0	1
mleN K03315	0	0	0	1	0	0	0	1	0	0	0
mleN_1	1	0	0	0	0	0	0	0	0	0	0
mleP2 K07088	0	0	0	0	0	0	1	0	0	0	0
mlrA K21089 K21972 K22491	0	0	0	0	0	0	0	0	0	0	1
mltA K08304	0	0	0	0	0	0	0	0	0	0	1
mltB K08305	0	0	0	0	0	0	0	0	0	0	1
mltD K08307	0	1	0	1	0	0	0	2	0	0	1
mltD K08307 K12204 K19224	0	0	0	0	0	0	0	0	0	1	0
